epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,21270,0.74288,1.28809,0.59569,1.03025,0.79189,0.76707,0.77001,0.60198,0.75746,0.66667,0.66074,0.22254,0.84623,1.13425,0.83485,1.0005,0.005809,0.005809,0.005809
129,21437.1,0.74755,1.30635,0.59681,1.02988,0.85587,0.751,0.78517,0.62211,0.76433,0.67068,0.66193,0.22477,0.83143,1.14414,0.79415,0.9787,0.005776,0.005776,0.005776
130,21605.6,0.74114,1.3041,0.59849,1.02461,0.85352,0.74884,0.79538,0.62971,0.76642,0.67206,0.6662,0.22259,0.83547,1.1588,0.80269,0.98992,0.005743,0.005743,0.005743
131,21771.7,0.73111,1.27997,0.5978,1.01693,0.79647,0.75502,0.78408,0.62157,0.71491,0.69076,0.66359,0.22534,0.8453,1.16861,0.81251,0.98955,0.00571,0.00571,0.00571
132,21936.6,0.74526,1.3108,0.59144,1.02646,0.84333,0.74297,0.79671,0.62294,0.75245,0.66265,0.64791,0.22778,0.83712,1.14428,0.81884,0.96983,0.005677,0.005677,0.005677
133,22100.5,0.74452,1.3039,0.57911,1.02986,0.84219,0.75904,0.78926,0.62183,0.7497,0.68273,0.65672,0.22538,0.83577,1.15405,0.81184,0.98541,0.005644,0.005644,0.005644
134,22264.7,0.74589,1.30034,0.59216,1.02925,0.82285,0.72751,0.78036,0.61406,0.73583,0.70474,0.6691,0.22477,0.85882,1.14969,0.82248,1.00141,0.005611,0.005611,0.005611
135,22428.5,0.73963,1.28494,0.58514,1.02225,0.77949,0.77108,0.7768,0.61702,0.74407,0.67068,0.65428,0.22249,0.83411,1.13765,0.81988,0.99748,0.005578,0.005578,0.005578
136,22595.9,0.72768,1.28002,0.5758,1.02013,0.84969,0.74699,0.7909,0.61936,0.76456,0.66667,0.6594,0.22381,0.84559,1.13485,0.80725,1.00588,0.005545,0.005545,0.005545
137,22762,0.73443,1.29068,0.58105,1.02669,0.8319,0.77912,0.78349,0.61906,0.7732,0.69825,0.6691,0.2211,0.82886,1.13954,0.80379,0.98717,0.005512,0.005512,0.005512
138,22928.4,0.71916,1.26904,0.56235,1.01289,0.83588,0.75684,0.78556,0.62133,0.78754,0.67068,0.67793,0.22066,0.83801,1.14691,0.80331,0.99912,0.005479,0.005479,0.005479
139,23094.7,0.72463,1.28523,0.56987,1.01629,0.8305,0.74297,0.78233,0.60788,0.76212,0.68273,0.66379,0.21082,0.85366,1.1617,0.81825,1.01334,0.005446,0.005446,0.005446
140,23258.8,0.73907,1.28217,0.58488,1.02876,0.84497,0.751,0.78622,0.61308,0.78652,0.69545,0.68369,0.21789,0.85163,1.15132,0.82127,1.01883,0.005413,0.005413,0.005413
141,23423.1,0.72838,1.28143,0.5692,1.02139,0.8526,0.7666,0.77968,0.61616,0.79427,0.71486,0.68195,0.21993,0.83816,1.1437,0.83911,0.99543,0.00538,0.00538,0.00538
142,23587.9,0.72849,1.27571,0.57891,1.01794,0.84502,0.74699,0.77342,0.61869,0.75071,0.71084,0.67616,0.21983,0.83803,1.13777,0.84188,1.00254,0.005347,0.005347,0.005347
143,23754.4,0.72623,1.28833,0.57227,1.02192,0.84538,0.73896,0.77376,0.60824,0.78498,0.68675,0.67569,0.21561,0.84616,1.14215,0.85894,1.01383,0.005314,0.005314,0.005314
144,23922.2,0.72662,1.2655,0.56755,1.02071,0.84413,0.76707,0.77537,0.61353,0.75602,0.72289,0.68843,0.22621,0.84279,1.14851,0.84186,0.9975,0.005281,0.005281,0.005281
145,24088.4,0.72464,1.2786,0.56797,1.0161,0.82772,0.77181,0.78654,0.62345,0.77791,0.71888,0.69924,0.23289,0.83307,1.14237,0.81998,0.98812,0.005248,0.005248,0.005248
146,24254.4,0.71804,1.27097,0.57055,1.01641,0.80447,0.79518,0.79651,0.6273,0.73404,0.72691,0.68574,0.2308,0.83605,1.14481,0.79375,0.98571,0.005215,0.005215,0.005215
147,24418.9,0.72559,1.28164,0.56644,1.02189,0.85442,0.7751,0.80407,0.62369,0.75579,0.71486,0.68376,0.22372,0.82111,1.15252,0.81028,0.97238,0.005182,0.005182,0.005182
148,24583.7,0.7158,1.26521,0.55921,1.01238,0.85391,0.75904,0.7906,0.61834,0.75284,0.73399,0.69005,0.2216,0.83964,1.15475,0.83379,0.97874,0.005149,0.005149,0.005149
149,24747.8,0.71217,1.27101,0.54314,1.00636,0.85877,0.74297,0.78404,0.61438,0.78692,0.69708,0.69445,0.2265,0.84515,1.14573,0.84458,0.98553,0.005116,0.005116,0.005116
150,24914.7,0.72191,1.28291,0.5658,1.01218,0.84748,0.73896,0.77677,0.61247,0.73366,0.73092,0.68923,0.22206,0.83329,1.14656,0.8563,0.97777,0.005083,0.005083,0.005083
151,25080.4,0.71765,1.2637,0.56035,1.00792,0.85208,0.75904,0.80289,0.61763,0.78249,0.69478,0.69305,0.22825,0.84033,1.15768,0.83825,0.96684,0.00505,0.00505,0.00505
152,25247.5,0.70715,1.25893,0.54158,1.00576,0.84508,0.76707,0.79395,0.61198,0.76025,0.69076,0.66225,0.22412,0.82842,1.16969,0.83525,0.96019,0.005017,0.005017,0.005017
153,25413.2,0.71601,1.26817,0.55925,1.01374,0.85247,0.75502,0.78733,0.61151,0.75838,0.67068,0.65667,0.21923,0.84546,1.17677,0.82479,0.96825,0.004984,0.004984,0.004984
154,25577.7,0.70963,1.2643,0.55333,1.00614,0.83884,0.73165,0.76704,0.59994,0.76563,0.66911,0.65739,0.21763,0.85212,1.16862,0.86321,0.97507,0.004951,0.004951,0.004951
155,25741.3,0.71904,1.28364,0.55733,1.012,0.84395,0.72691,0.77113,0.60363,0.74788,0.65523,0.65137,0.21606,0.84623,1.15884,0.85657,0.98203,0.004918,0.004918,0.004918
156,25905.7,0.70976,1.25171,0.54729,1.01474,0.84291,0.71888,0.76915,0.60128,0.77258,0.62758,0.64874,0.21835,0.85907,1.1618,0.83203,0.99317,0.004885,0.004885,0.004885
157,26071.4,0.69935,1.25534,0.54305,1.00662,0.79185,0.76389,0.77913,0.60064,0.71601,0.68853,0.65919,0.21422,0.84955,1.15224,0.82941,1.00123,0.004852,0.004852,0.004852
158,26240.2,0.694,1.24382,0.54008,1.001,0.81763,0.75624,0.78078,0.60053,0.75398,0.68925,0.66429,0.21436,0.84522,1.15636,0.82784,0.99294,0.004819,0.004819,0.004819
159,26407.1,0.69396,1.24236,0.53607,1.00078,0.82534,0.74699,0.77931,0.59956,0.74152,0.67975,0.65735,0.21434,0.84729,1.15543,0.83299,0.99399,0.004786,0.004786,0.004786
160,26574.9,0.71722,1.26665,0.54557,1.01109,0.83164,0.75502,0.77865,0.6024,0.75866,0.65863,0.65622,0.21947,0.83493,1.15752,0.82742,0.98248,0.004753,0.004753,0.004753
161,26739.7,0.70606,1.25463,0.54812,1.01174,0.84138,0.71888,0.75937,0.60066,0.78325,0.66265,0.65507,0.22131,0.82543,1.14394,0.81588,0.97853,0.00472,0.00472,0.00472
162,26904.5,0.68632,1.24004,0.52414,0.99483,0.81086,0.72314,0.76387,0.59979,0.74538,0.67014,0.6472,0.21875,0.826,1.14737,0.82428,0.97707,0.004687,0.004687,0.004687
163,27069.1,0.70647,1.26512,0.53994,1.01528,0.81348,0.74297,0.7589,0.60898,0.74333,0.69076,0.66695,0.21837,0.82103,1.13972,0.82194,0.97837,0.004654,0.004654,0.004654
164,27234.7,0.70327,1.25667,0.53394,1.01039,0.83431,0.72799,0.76112,0.60826,0.76826,0.68675,0.66272,0.21428,0.81603,1.14453,0.7987,0.96991,0.004621,0.004621,0.004621
165,27402.4,0.7004,1.24103,0.53024,1.00641,0.85938,0.72289,0.77541,0.61316,0.79818,0.69076,0.69555,0.21964,0.81769,1.14012,0.79956,0.96359,0.004588,0.004588,0.004588
166,27569.5,0.69968,1.25073,0.51843,1.00726,0.87032,0.72775,0.77616,0.61272,0.82433,0.67845,0.68559,0.2172,0.8204,1.14277,0.80393,0.96925,0.004555,0.004555,0.004555
167,27734.7,0.69516,1.26941,0.52911,0.99359,0.78771,0.77489,0.78005,0.61852,0.79486,0.65462,0.66518,0.21731,0.82423,1.14249,0.79492,0.98867,0.004522,0.004522,0.004522
168,27899.4,0.6992,1.25617,0.5266,1.00594,0.85064,0.73896,0.78338,0.61786,0.79271,0.68675,0.67669,0.22091,0.82111,1.14588,0.78343,0.98877,0.004489,0.004489,0.004489
169,28063.1,0.6962,1.27069,0.53924,0.99949,0.82413,0.751,0.78,0.61567,0.76858,0.6988,0.68293,0.21742,0.82371,1.15092,0.7902,0.98853,0.004456,0.004456,0.004456
170,28227.1,0.69448,1.23664,0.51991,0.99715,0.84353,0.73615,0.77787,0.61967,0.77676,0.68472,0.66301,0.22014,0.82232,1.15203,0.80476,0.98993,0.004423,0.004423,0.004423
171,28391.1,0.68905,1.24155,0.51207,1.005,0.79561,0.78313,0.78157,0.61765,0.75084,0.68982,0.65821,0.21683,0.80594,1.15188,0.80712,0.98297,0.00439,0.00439,0.00439
172,28558.8,0.68622,1.23515,0.53079,1.0025,0.80536,0.74779,0.77511,0.61259,0.74354,0.68675,0.65582,0.21734,0.80962,1.15417,0.81664,0.98854,0.004357,0.004357,0.004357
173,28724.9,0.68584,1.2446,0.51731,0.99472,0.77936,0.78715,0.78329,0.6144,0.7053,0.71084,0.66286,0.21425,0.82066,1.15409,0.8125,0.99822,0.004324,0.004324,0.004324
174,28891,0.69491,1.24441,0.52129,1.00752,0.77954,0.79525,0.78776,0.61755,0.69743,0.71279,0.64757,0.21477,0.81077,1.15881,0.81459,0.97927,0.004291,0.004291,0.004291
175,29056.3,0.67774,1.22963,0.50561,0.99636,0.78459,0.77912,0.78406,0.61704,0.76439,0.6506,0.64678,0.21127,0.81454,1.1602,0.81731,0.97419,0.004258,0.004258,0.004258
176,29220.1,0.68384,1.23423,0.51504,0.9942,0.7879,0.76084,0.77692,0.6127,0.75813,0.642,0.63113,0.20922,0.82961,1.1632,0.82473,0.98478,0.004225,0.004225,0.004225
177,29384.4,0.68943,1.25192,0.51777,1.00222,0.78925,0.751,0.76856,0.61046,0.7703,0.64659,0.64429,0.2136,0.83098,1.16434,0.83268,0.97872,0.004192,0.004192,0.004192
178,29548.9,0.68951,1.24028,0.52817,1.00375,0.83136,0.73092,0.78297,0.61904,0.78597,0.64659,0.64928,0.21567,0.82388,1.16845,0.81973,0.97128,0.004159,0.004159,0.004159
179,29716.3,0.68206,1.21555,0.51628,0.99548,0.82964,0.73092,0.77795,0.61199,0.78699,0.66265,0.65095,0.21683,0.81874,1.17279,0.82236,0.96731,0.004126,0.004126,0.004126
180,29883.7,0.68159,1.25258,0.50997,0.9969,0.82486,0.73494,0.77686,0.61755,0.74401,0.69478,0.66805,0.21843,0.82089,1.1714,0.81241,0.97413,0.004093,0.004093,0.004093
181,30049.6,0.67893,1.2327,0.50427,0.99436,0.8173,0.75456,0.77787,0.62085,0.77506,0.66422,0.65662,0.21919,0.82414,1.17033,0.80388,0.97664,0.00406,0.00406,0.00406
182,30215.1,0.66872,1.22663,0.49521,0.98856,0.80236,0.76305,0.77665,0.62614,0.77332,0.68273,0.67229,0.22051,0.81592,1.17059,0.80189,0.97233,0.004027,0.004027,0.004027
183,30378.9,0.6729,1.23079,0.50679,0.99704,0.84429,0.74297,0.77708,0.62333,0.78016,0.68675,0.6633,0.2226,0.81917,1.17177,0.80694,0.97425,0.003994,0.003994,0.003994
184,30543.1,0.67981,1.22766,0.49816,0.99534,0.83472,0.74297,0.77438,0.62162,0.77646,0.69478,0.6803,0.22467,0.82928,1.172,0.80455,0.98239,0.003961,0.003961,0.003961
185,30707.4,0.66353,1.23056,0.507,0.98426,0.83044,0.73896,0.77137,0.61282,0.77526,0.69076,0.67145,0.2224,0.82787,1.17198,0.81133,0.97522,0.003928,0.003928,0.003928
186,30873.9,0.66983,1.23305,0.50166,0.98972,0.82468,0.73674,0.77223,0.61416,0.76465,0.6988,0.67488,0.2223,0.82654,1.17727,0.82411,0.9718,0.003895,0.003895,0.003895
187,31041,0.66632,1.23933,0.48768,0.98207,0.81829,0.73092,0.76053,0.61095,0.77008,0.70683,0.69092,0.22268,0.81794,1.17445,0.81967,0.97145,0.003862,0.003862,0.003862
188,31208.1,0.66655,1.22183,0.50535,0.99434,0.78679,0.77064,0.76052,0.60769,0.77724,0.70064,0.68923,0.22288,0.81682,1.1716,0.81566,0.97568,0.003829,0.003829,0.003829
189,31374.4,0.68244,1.23434,0.50165,0.99242,0.78778,0.77521,0.75752,0.60704,0.77434,0.70283,0.68929,0.21978,0.81714,1.17123,0.81815,0.97048,0.003796,0.003796,0.003796
190,31539.2,0.65309,1.19812,0.48042,0.98459,0.78754,0.7592,0.75541,0.60567,0.75783,0.69124,0.67072,0.21816,0.82041,1.17447,0.80889,0.9755,0.003763,0.003763,0.003763
191,31703.5,0.66572,1.22721,0.49938,0.9845,0.80634,0.74699,0.75656,0.60516,0.76292,0.69788,0.6729,0.21673,0.82084,1.17583,0.80085,0.98097,0.00373,0.00373,0.00373
192,31868,0.65837,1.21134,0.48675,0.97823,0.81917,0.74589,0.75777,0.60926,0.76862,0.6988,0.67749,0.21911,0.81355,1.17566,0.79671,0.98192,0.003697,0.003697,0.003697
193,32035.6,0.66213,1.21923,0.48967,0.98566,0.80769,0.75902,0.75164,0.6036,0.75538,0.70688,0.6693,0.2196,0.81773,1.1809,0.79177,0.98638,0.003664,0.003664,0.003664
194,32203.6,0.65215,1.2109,0.4816,0.97931,0.7976,0.75967,0.75212,0.60401,0.76436,0.70348,0.68412,0.21741,0.82228,1.18427,0.80019,0.98706,0.003631,0.003631,0.003631
195,32370.5,0.65434,1.20768,0.47948,0.97868,0.80181,0.75904,0.7649,0.60714,0.76384,0.70281,0.67758,0.21795,0.82776,1.19146,0.80139,0.98957,0.003598,0.003598,0.003598
196,32537.4,0.64672,1.21306,0.4802,0.97945,0.82075,0.751,0.76323,0.60171,0.76105,0.70281,0.67714,0.21638,0.83449,1.1969,0.80799,0.99132,0.003565,0.003565,0.003565
197,32701.5,0.65741,1.20542,0.47809,0.9764,0.77924,0.78313,0.75132,0.59769,0.75204,0.68675,0.65171,0.21247,0.84143,1.19976,0.81271,0.99216,0.003532,0.003532,0.003532
198,32866.9,0.65788,1.20637,0.49159,0.98391,0.78077,0.78313,0.7537,0.59851,0.72118,0.71888,0.6536,0.21048,0.84577,1.20385,0.8147,0.99185,0.003499,0.003499,0.003499
199,33031.7,0.66195,1.2118,0.47938,0.98465,0.80108,0.76015,0.75114,0.59776,0.75637,0.67328,0.6433,0.20993,0.84883,1.2084,0.8201,0.99546,0.003466,0.003466,0.003466
200,33197.6,0.65714,1.20959,0.48053,0.98463,0.80882,0.74757,0.75949,0.59887,0.72951,0.69478,0.64875,0.21102,0.85396,1.21073,0.81487,1.00015,0.003433,0.003433,0.003433
201,33366.2,0.6556,1.20358,0.47954,0.9851,0.78142,0.76305,0.74951,0.59861,0.72072,0.71486,0.65623,0.21446,0.85075,1.21134,0.82151,1.00235,0.0034,0.0034,0.0034
202,33533.4,0.6471,1.20095,0.48033,0.97754,0.81298,0.73322,0.74811,0.59904,0.77907,0.67977,0.65207,0.20977,0.84847,1.2119,0.82518,0.9978,0.003367,0.003367,0.003367
203,33700,0.64971,1.20688,0.47814,0.97313,0.81608,0.74845,0.75751,0.60013,0.78364,0.68675,0.66385,0.21391,0.84438,1.21122,0.82203,0.99613,0.003334,0.003334,0.003334
204,33864.9,0.64473,1.18994,0.46823,0.97475,0.8083,0.751,0.75934,0.59965,0.79208,0.68273,0.67157,0.21517,0.84381,1.20917,0.82574,1.0006,0.003301,0.003301,0.003301
205,34029.2,0.64517,1.19083,0.47137,0.97405,0.82833,0.74297,0.75932,0.5988,0.79765,0.67871,0.66529,0.21337,0.84392,1.20819,0.83404,0.99827,0.003268,0.003268,0.003268
206,34193.2,0.65279,1.20848,0.47046,0.98237,0.84038,0.73494,0.75719,0.59974,0.79853,0.68447,0.66643,0.2146,0.8363,1.20542,0.83248,0.99162,0.003235,0.003235,0.003235
207,34358.6,0.63578,1.19764,0.46742,0.97652,0.84442,0.73494,0.75913,0.60115,0.79582,0.68876,0.67462,0.2185,0.83348,1.2021,0.82981,0.99098,0.003202,0.003202,0.003202
208,34526.6,0.64921,1.1933,0.47632,0.9819,0.83843,0.73896,0.75888,0.60422,0.80065,0.69359,0.67982,0.21864,0.83149,1.19915,0.82437,0.98767,0.003169,0.003169,0.003169
209,34694.4,0.63432,1.17867,0.46901,0.97368,0.8324,0.73896,0.75476,0.60237,0.78925,0.68675,0.66937,0.21403,0.83203,1.19716,0.82491,0.98854,0.003136,0.003136,0.003136
210,34862.4,0.64288,1.19057,0.46615,0.97434,0.83185,0.73509,0.75405,0.60153,0.7947,0.68273,0.66468,0.21633,0.83256,1.19618,0.82276,0.98975,0.003103,0.003103,0.003103
211,35026.3,0.64316,1.19375,0.46875,0.97454,0.84497,0.73494,0.75474,0.60275,0.7904,0.67871,0.66316,0.21726,0.83426,1.19551,0.82082,0.99365,0.00307,0.00307,0.00307
212,35190.6,0.64279,1.19156,0.46678,0.97578,0.84489,0.73494,0.75571,0.59955,0.79501,0.68532,0.66768,0.21825,0.83764,1.19309,0.8245,0.99941,0.003037,0.003037,0.003037
213,35354.6,0.64031,1.1803,0.46469,0.97189,0.84321,0.73494,0.7545,0.59989,0.79606,0.68978,0.66433,0.21558,0.83656,1.19287,0.82896,1.00166,0.003004,0.003004,0.003004
214,35521.3,0.6456,1.18371,0.46508,0.97455,0.84709,0.73421,0.75526,0.59883,0.80054,0.69313,0.66878,0.21537,0.83433,1.19189,0.82532,0.9985,0.002971,0.002971,0.002971
215,35690,0.62925,1.1864,0.46219,0.96697,0.84032,0.73092,0.7549,0.60062,0.79878,0.69076,0.67241,0.214,0.83665,1.19216,0.82315,0.99875,0.002938,0.002938,0.002938
216,35860,0.63827,1.18842,0.45966,0.97352,0.84403,0.73092,0.75522,0.60074,0.79491,0.6849,0.66598,0.21182,0.84251,1.19089,0.82667,1.00297,0.002905,0.002905,0.002905
217,36032.8,0.62591,1.17978,0.44961,0.97269,0.84301,0.73494,0.75426,0.60164,0.79934,0.68273,0.66647,0.21134,0.83848,1.18644,0.82963,0.99704,0.002872,0.002872,0.002872
218,36203.8,0.62427,1.16443,0.44926,0.96957,0.85034,0.73021,0.7558,0.59895,0.8022,0.6841,0.668,0.21209,0.83377,1.18698,0.82699,0.99403,0.002839,0.002839,0.002839
219,36373.4,0.63674,1.18544,0.4588,0.96903,0.82474,0.73704,0.75403,0.59906,0.80342,0.68675,0.67185,0.2142,0.83458,1.18817,0.8249,0.99481,0.002806,0.002806,0.002806
220,36543,0.6405,1.16878,0.46224,0.9753,0.82832,0.73631,0.75481,0.60266,0.80086,0.68675,0.67186,0.21756,0.8354,1.18813,0.82026,0.99813,0.002773,0.002773,0.002773
221,36712.9,0.63715,1.17986,0.46159,0.97612,0.84006,0.72691,0.75414,0.60141,0.79753,0.69076,0.66917,0.21797,0.8329,1.18908,0.81929,0.99694,0.00274,0.00274,0.00274
222,36883.5,0.62269,1.17827,0.45425,0.96347,0.83051,0.73494,0.75156,0.59956,0.78384,0.67871,0.65775,0.21517,0.83059,1.19031,0.82517,0.99159,0.002707,0.002707,0.002707
223,37054.4,0.6289,1.17416,0.45165,0.97257,0.83209,0.73635,0.75523,0.60321,0.79109,0.68437,0.66615,0.21364,0.82882,1.19118,0.82561,0.99129,0.002674,0.002674,0.002674
224,37226.6,0.62888,1.18172,0.45528,0.97047,0.83662,0.74032,0.76059,0.60329,0.78349,0.68307,0.66155,0.21315,0.82874,1.19157,0.82551,0.99273,0.002641,0.002641,0.002641
225,37396.3,0.61228,1.15959,0.43651,0.96652,0.83938,0.73896,0.75827,0.6031,0.78652,0.68064,0.66328,0.21403,0.82789,1.19272,0.82654,0.99216,0.002608,0.002608,0.002608
226,37563.9,0.62408,1.17901,0.449,0.96379,0.83045,0.74747,0.75628,0.60418,0.79253,0.69076,0.6659,0.21387,0.82923,1.19128,0.82679,0.99395,0.002575,0.002575,0.002575
227,37732.2,0.61991,1.17512,0.45207,0.96424,0.83414,0.74699,0.75426,0.60152,0.79745,0.69076,0.67107,0.21389,0.83242,1.19148,0.82999,0.99671,0.002542,0.002542,0.002542
228,37902.2,0.61526,1.17242,0.44255,0.96762,0.84782,0.74699,0.75352,0.60019,0.78487,0.68865,0.65963,0.21378,0.83162,1.19059,0.82748,0.99835,0.002509,0.002509,0.002509
229,38072,0.61307,1.15128,0.44542,0.96897,0.84068,0.74297,0.75494,0.60105,0.78369,0.69076,0.66777,0.21705,0.83099,1.19056,0.8238,0.99802,0.002476,0.002476,0.002476
230,38241.7,0.60827,1.15127,0.43591,0.96056,0.84505,0.74467,0.75609,0.60192,0.77696,0.70281,0.67281,0.21735,0.83108,1.1905,0.82456,0.99717,0.002443,0.002443,0.002443
231,38409.6,0.62193,1.17868,0.44142,0.96687,0.84369,0.74297,0.7584,0.60186,0.77954,0.68273,0.64961,0.21211,0.83134,1.1913,0.82159,0.99549,0.00241,0.00241,0.00241
232,38576.2,0.62411,1.16114,0.44225,0.96992,0.83747,0.74297,0.74967,0.60223,0.78033,0.69076,0.66825,0.21392,0.83235,1.19097,0.817,0.99286,0.002377,0.002377,0.002377
233,38744.1,0.61658,1.16395,0.43211,0.9655,0.8334,0.74336,0.74875,0.60163,0.77137,0.69103,0.65942,0.21502,0.83326,1.19182,0.82197,0.9925,0.002344,0.002344,0.002344
234,38915.8,0.6107,1.17389,0.43272,0.96267,0.83671,0.74297,0.75161,0.60103,0.78431,0.67871,0.64683,0.21485,0.83524,1.19159,0.82004,0.99255,0.002311,0.002311,0.002311
235,39088.4,0.61982,1.16563,0.43642,0.96726,0.83994,0.7376,0.7497,0.60235,0.78667,0.67871,0.647,0.21171,0.83576,1.19202,0.82153,0.99168,0.002278,0.002278,0.002278
236,39258.5,0.61399,1.1613,0.44453,0.96238,0.84425,0.74015,0.74936,0.60035,0.79105,0.68273,0.65367,0.2124,0.83713,1.19338,0.82169,0.9929,0.002245,0.002245,0.002245
237,39426.8,0.61068,1.16851,0.42874,0.95952,0.82606,0.74385,0.74972,0.60186,0.7871,0.67871,0.65418,0.21182,0.83914,1.19482,0.82153,0.99468,0.002212,0.002212,0.002212
238,39593.4,0.61084,1.16724,0.42709,0.96234,0.83041,0.74727,0.74948,0.60083,0.788,0.67871,0.65526,0.21284,0.84207,1.19642,0.82151,0.99724,0.002179,0.002179,0.002179
239,39760.2,0.60722,1.15543,0.43038,0.96498,0.8229,0.75502,0.74825,0.59865,0.79072,0.68675,0.6659,0.21647,0.84507,1.1975,0.82597,0.99979,0.002146,0.002146,0.002146
240,39928.3,0.61346,1.15538,0.42765,0.96642,0.81898,0.75502,0.74883,0.59813,0.78817,0.68736,0.66511,0.21447,0.84544,1.19781,0.82743,1.00065,0.002113,0.002113,0.002113
241,40097.6,0.60766,1.16167,0.42423,0.96257,0.82685,0.75502,0.74809,0.59719,0.79129,0.69076,0.66564,0.21354,0.84781,1.1987,0.82099,1.00361,0.00208,0.00208,0.00208
242,40268.5,0.59907,1.14944,0.418,0.96112,0.82832,0.75568,0.74878,0.59868,0.79349,0.69076,0.66599,0.21551,0.84855,1.20005,0.81657,1.00621,0.002047,0.002047,0.002047
243,40438.2,0.59996,1.1402,0.42913,0.95949,0.82692,0.75502,0.74725,0.59644,0.80091,0.69478,0.67392,0.21374,0.84612,1.20069,0.8174,1.00232,0.002014,0.002014,0.002014
244,40606.6,0.60413,1.14576,0.42524,0.95801,0.83042,0.75502,0.74815,0.59649,0.80609,0.68675,0.67015,0.21615,0.84362,1.20026,0.81516,0.99772,0.001981,0.001981,0.001981
245,40774.4,0.59441,1.12815,0.42355,0.95282,0.83632,0.75502,0.75299,0.59647,0.80209,0.68675,0.6694,0.21453,0.84086,1.19982,0.81339,0.99818,0.001948,0.001948,0.001948
246,41233.8,0.60478,1.1473,0.42823,0.95845,0.83637,0.75502,0.75312,0.5987,0.80107,0.68273,0.67001,0.21306,0.84089,1.20063,0.81265,0.99892,0.001915,0.001915,0.001915
